userId,rank,movieId,title,genres,score
13,9,1676,Starship Troopers (1997),Action|Adventure|Sci-Fi|War,0.74111164
13,10,733,"Rock, The (1996)",Action|Adventure|Thriller,0.73399377
14,1,3176,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller,0.91189265
14,2,2712,Eyes Wide Shut (1999),Drama,0.907957
14,3,2599,Election (1999),Comedy,0.89281565
14,4,2908,Boys Don't Cry (1999),Drama,0.89117265
14,5,3160,Magnolia (1999),Drama,0.8878819
14,6,2333,Gods and Monsters (1998),Drama,0.8834637
14,7,2395,Rushmore (1998),Comedy,0.8812631
14,8,3408,Erin Brockovich (2000),Drama,0.8800017
14,9,2683,Austin Powers: The Spy Who Shagged Me (1999),Comedy,0.8685349
14,10,2710,"Blair Witch Project, The (1999)",Horror,0.8652078
15,1,16,Casino (1995),Drama|Thriller,0.9112659
15,2,608,Fargo (1996),Crime|Drama|Thriller,0.90381706
15,3,454,"Firm, The (1993)",Drama|Thriller,0.90273345
15,4,2353,Enemy of the State (1998),Action|Thriller,0.8912223
15,5,2890,Three Kings (1999),Drama|War,0.8856824
15,6,150,Apollo 13 (1995),Drama,0.8818753
15,7,349,Clear and Present Danger (1994),Action|Adventure|Thriller,0.8802252
15,8,590,Dances with Wolves (1990),Adventure|Drama|Western,0.87699544
15,9,350,"Client, The (1994)",Drama|Mystery|Thriller,0.8510297
15,10,1620,Kiss the Girls (1997),Crime|Drama|Thriller,0.8488047
16,1,2694,Big Daddy (1999),Comedy,0.91805685
16,2,1513,Romy and Michele's High School Reunion (1997),Comedy,0.89190507
16,3,3157,Stuart Little (1999),Children's|Comedy,0.85417783
16,4,2541,Cruel Intentions (1999),Drama,0.8512137
16,5,2706,American Pie (1999),Comedy,0.84301984
16,6,2718,Drop Dead Gorgeous (1999),Comedy,0.8182677
16,7,2961,"Story of Us, The (1999)",Comedy|Drama,0.8179533
16,8,2574,"Out-of-Towners, The (1999)",Comedy,0.8085907
16,9,2906,Random Hearts (1999),Drama|Romance,0.7993851
16,10,24,Powder (1995),Drama|Sci-Fi,0.7985102
17,1,2968,Time Bandits (1981),Adventure|Fantasy|Sci-Fi,0.9119557
17,2,608,Fargo (1996),Crime|Drama|Thriller,0.90381706
17,3,1199,Brazil (1985),Sci-Fi,0.88567436
17,4,2997,Being John Malkovich (1999),Comedy,0.86108047
17,5,2628,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Fantasy|Sci-Fi,0.8558362
17,6,1372,Star Trek VI: The Undiscovered Country (1991),Action|Adventure|Sci-Fi,0.8313859
17,7,1375,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi,0.8231317
17,8,1233,"Boat, The (Das Boot) (1981)",Action|Drama|War,0.81761014
17,9,1676,Starship Troopers (1997),Action|Adventure|Sci-Fi|War,0.7942238
17,10,2393,Star Trek: Insurrection (1998),Action|Sci-Fi,0.786368
18,1,2138,Watership Down (1978),Animation|Children's|Drama|Fantasy,0.9296651
18,2,1566,Hercules (1997),Adventure|Animation|Children's|Comedy|Musical,0.918326
18,3,1030,Pete's Dragon (1977),Adventure|Animation|Children's|Musical,0.9094745
18,4,661,James and the Giant Peach (1996),Animation|Children's|Musical,0.907406
18,5,2174,Beetlejuice (1988),Comedy|Fantasy,0.8792496
18,6,1031,Bedknobs and Broomsticks (1971),Adventure|Children's|Musical,0.8582806
18,7,2687,Tarzan (1999),Animation|Children's,0.8510593
18,8,673,Space Jam (1996),Adventure|Animation|Children's|Comedy|Fantasy,0.8420738
18,9,1101,Top Gun (1986),Action|Romance,0.8378551
18,10,1920,Small Soldiers (1998),Animation|Children's|Fantasy|War,0.8052189
19,1,3578,Gladiator (2000),Action|Drama,0.90736127
19,2,2916,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller,0.8685942
19,3,2706,American Pie (1999),Comedy,0.8631321
19,4,551,"Nightmare Before Christmas, The (1993)",Children's|Comedy|Musical,0.8389653
19,5,2791,Airplane! (1980),Comedy,0.83510053
19,6,2985,Robocop (1987),Action|Crime|Sci-Fi,0.83327466
19,7,1954,Rocky (1976),Action|Drama,0.8301671
19,8,2997,Being John Malkovich (1999),Comedy,0.82410634
19,9,2396,Shakespeare in Love (1998),Comedy|Romance,0.8219658
19,10,1517,Austin Powers: International Man of Mystery (1997),Comedy,0.8182273
20,1,1200,Aliens (1986),Action|Sci-Fi|Thriller|War,0.9077709
20,2,6,Heat (1995),Action|Crime|Thriller,0.90546757
20,3,2916,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller,0.89900476
20,4,480,Jurassic Park (1993),Action|Adventure|Sci-Fi,0.8979465
20,5,1573,Face/Off (1997),Action|Sci-Fi|Thriller,0.8978936
20,6,780,Independence Day (ID4) (1996),Action|Sci-Fi|War,0.8973567
20,7,733,"Rock, The (1996)",Action|Adventure|Thriller,0.8803866
20,8,3793,X-Men (2000),Action|Sci-Fi,0.8768852
20,9,608,Fargo (1996),Crime|Drama|Thriller,0.8750939
20,10,296,Pulp Fiction (1994),Crime|Drama,0.87104565
